2018-08-05 10:43:16,270 INFO  Browser is started,Type is Chrome 
2018-08-05 10:43:18,144 INFO  首页打开了 
2018-08-05 10:43:18,144 INFO  现在执行1号用例 
2018-08-05 10:43:25,497 INFO  首页打开了 
2018-08-05 10:43:25,497 INFO  现在执行2号用例 
2018-08-05 10:43:32,794 INFO  首页打开了 
2018-08-05 10:43:32,794 INFO  现在执行3号用例 
2018-08-05 10:43:40,106 INFO  首页打开了 
2018-08-05 10:43:40,106 INFO  现在执行4号用例 
2018-08-05 10:43:48,635 INFO  浏览器关闭了 
